,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
12506,40,2,183096,7,5,3,8,6,5,1,0,0,40,41,1
12507,24,4,241367,16,10,5,8,2,5,2,0,0,40,39,0
12508,37,5,342084,16,10,3,4,1,5,2,0,0,60,39,1
12509,36,4,193855,12,9,3,3,1,5,2,0,0,40,39,0
12510,39,4,80410,10,13,5,4,2,5,2,0,0,40,39,0
12511,22,4,554317,7,5,4,8,3,5,2,0,0,35,26,0
12512,46,4,85109,16,10,3,7,1,5,2,0,1628,40,39,0
12513,28,4,108569,10,13,3,10,1,5,2,0,0,43,39,0
12514,34,4,120959,16,10,1,1,5,5,1,0,0,40,39,0
12515,42,4,222011,16,10,1,12,5,5,1,0,0,43,39,0
12516,43,4,238530,12,9,3,3,1,5,2,0,0,40,39,0
12517,35,4,48404,12,9,5,12,4,5,1,0,0,40,39,0
12518,60,4,88055,15,15,3,10,1,5,2,3781,0,16,39,0
12519,33,4,238381,16,10,5,3,2,3,2,8614,0,40,39,1
12520,22,4,243923,12,9,3,14,3,5,2,0,0,80,39,0
12521,39,4,305597,9,11,3,3,1,5,2,0,0,40,39,0
12522,33,4,141841,10,13,3,4,1,3,2,5178,0,40,39,1
12523,39,4,129764,12,9,3,3,1,5,2,0,0,40,39,0
12524,37,6,150993,2,7,3,14,1,5,2,0,0,45,39,0
12525,63,6,147140,6,4,3,5,1,5,2,0,0,60,39,1
12526,46,7,30219,16,10,3,4,1,5,2,7688,0,38,39,1
12527,48,4,167967,12,9,6,7,5,3,1,0,0,40,39,0
12528,33,4,133278,12,9,5,1,4,3,1,0,0,40,39,0
12529,65,4,172510,16,10,7,10,2,5,1,1848,0,20,18,0
12530,39,4,192251,12,9,5,1,4,5,1,0,0,40,39,1
12531,43,4,210844,10,13,1,4,2,3,1,0,0,40,39,1
12532,28,4,263015,1,6,3,3,1,5,2,0,0,40,39,0
12533,50,6,155118,12,9,1,4,2,5,1,99999,0,35,39,1
12534,24,7,232918,10,13,5,10,2,5,2,0,0,20,39,0
12535,48,4,143542,12,9,1,14,2,5,2,0,0,40,39,0
12536,35,4,45607,16,10,5,8,2,5,2,0,0,40,39,0
12537,62,4,29828,12,9,3,14,1,5,2,0,0,40,39,0
12538,42,6,104118,16,10,5,4,2,5,2,0,0,40,39,0
12539,60,4,191446,12,9,3,4,1,5,2,99999,0,40,39,1
12540,50,4,27484,12,9,3,4,1,5,2,0,0,50,39,1
12541,40,4,205987,15,15,5,4,2,5,1,0,0,40,5,0
12542,39,2,143385,12,9,3,3,1,5,2,0,0,40,39,0
12543,43,0,200508,10,13,3,0,1,5,2,0,0,40,39,0
12544,43,2,186995,12,9,1,11,5,5,1,0,0,40,39,0
12545,35,4,54159,12,9,3,3,1,5,2,0,0,38,39,0
12546,39,4,113481,10,13,3,4,1,5,2,0,0,45,39,1
12547,30,2,235271,10,13,3,11,1,5,2,0,0,40,39,1
12548,32,4,349365,16,10,3,12,1,3,2,0,0,65,39,0
12549,18,4,283637,16,10,5,1,2,5,2,0,0,40,39,0
12550,37,4,70282,8,12,5,12,5,3,1,0,0,40,39,0
12551,26,4,166051,10,13,5,1,4,5,1,0,0,40,39,0
12552,51,4,193720,12,9,3,3,1,5,2,0,0,42,39,0
12553,35,0,124836,16,10,1,0,2,1,1,0,0,36,39,0
12554,33,4,236379,10,13,3,12,1,5,2,0,0,45,39,0
12555,46,4,122026,10,13,3,3,1,5,2,0,0,44,39,1
12556,40,4,114537,9,11,3,4,1,5,2,0,0,50,39,1
12557,34,4,191834,9,11,3,3,1,5,2,0,0,48,39,0
12558,29,4,420054,12,9,3,7,1,5,2,0,0,40,39,0
12559,47,6,160045,16,10,7,8,5,5,1,0,0,35,39,0
12560,34,4,303187,10,13,3,10,1,2,2,0,0,40,0,1
12561,45,4,190088,12,9,4,1,5,5,1,0,0,30,39,0
12562,53,4,126977,12,9,6,3,2,5,2,0,0,35,39,0
12563,52,6,63004,13,14,3,4,1,2,2,0,0,40,30,0
12564,64,4,391121,6,4,3,5,1,5,2,0,0,40,39,1
12565,42,4,211450,13,14,5,4,2,5,2,0,0,45,39,1
12566,44,4,156413,16,10,3,13,1,5,2,0,0,44,39,1
12567,41,4,116797,12,9,3,12,1,5,2,7298,0,50,39,1
12568,53,2,204447,13,14,3,4,1,5,2,0,0,43,39,1
12569,25,4,66935,12,9,5,3,2,5,2,0,0,35,39,0
12570,20,4,344278,2,7,6,8,4,5,1,0,0,40,39,0
12571,29,4,108574,9,11,5,9,4,5,1,0,0,40,39,0
12572,56,4,244605,12,9,3,3,1,5,2,0,0,40,39,0
12573,45,4,363677,11,16,3,10,6,5,1,0,1977,30,39,1
12574,56,4,219762,12,9,3,12,6,5,1,0,0,35,39,0
12575,38,5,269318,16,10,3,4,1,5,2,7298,0,40,39,1
12576,62,4,77884,12,9,3,12,1,2,2,0,0,40,30,0
12577,28,6,70100,10,13,5,10,2,5,2,0,0,60,39,0
12578,31,4,213643,12,9,3,12,1,5,2,3908,0,40,39,0
12579,24,4,69640,10,13,5,12,4,5,2,0,0,40,39,0
12580,65,4,170012,10,13,3,1,1,5,2,0,0,34,39,0
12581,40,4,329924,12,9,6,6,2,3,2,0,0,30,39,0
12582,31,4,193285,10,13,5,10,2,5,2,0,0,40,39,0
12583,35,4,261241,12,9,1,14,2,5,2,0,1741,60,39,0
12584,42,1,108183,13,14,3,10,1,2,2,0,1902,40,35,1
12585,20,4,296618,12,9,5,12,2,5,1,0,0,30,39,0
12586,30,2,257796,16,10,1,1,2,5,1,0,0,40,39,0
12587,25,4,155320,10,13,5,4,4,5,2,0,0,45,39,0
12588,22,4,151888,12,9,5,8,4,5,2,0,0,40,39,0
12589,65,0,143118,12,9,7,0,5,5,1,0,2206,10,39,0
12590,31,4,66278,16,10,3,10,6,5,1,3908,0,40,39,0
12591,56,4,92444,16,10,3,4,1,3,2,0,0,50,39,1
12592,51,4,229272,12,9,1,8,3,3,2,0,0,32,14,0
12593,36,6,207202,1,6,3,5,1,5,2,0,0,60,39,0
12594,44,7,154176,16,10,1,1,2,3,1,0,1590,40,39,0
12595,49,4,180899,13,14,1,4,5,5,2,0,1755,45,39,1
12596,28,4,205337,12,9,3,3,1,5,2,0,0,40,39,0
12597,57,4,180779,10,13,3,10,1,5,2,7298,0,40,39,1
12598,33,6,343021,16,10,5,12,2,5,2,0,0,65,39,0
12599,49,4,176814,10,13,3,1,1,5,2,5178,0,40,39,1
12600,74,7,88638,11,16,5,10,3,5,1,0,3683,20,39,1
12601,48,4,248059,10,13,3,4,1,5,2,5013,0,45,39,0
12602,38,4,409604,10,13,3,4,1,5,2,15024,0,40,39,1
12603,39,4,185053,12,9,5,7,2,5,1,0,0,40,39,0
12604,46,4,332884,10,13,3,4,1,5,2,7298,0,65,39,1
12605,56,4,212864,10,13,3,10,1,5,2,0,0,40,39,1
12606,27,4,66473,10,13,3,4,1,5,2,0,0,40,39,1
12607,17,4,285169,2,7,5,9,4,5,1,0,0,40,39,0
12608,28,4,175431,7,5,1,10,2,3,1,0,0,40,39,0
12609,18,0,152641,1,6,5,0,4,5,2,0,0,40,39,0
12610,42,4,339346,13,14,1,1,2,5,1,0,0,25,39,0
12611,39,4,287306,16,10,6,1,5,3,1,0,0,40,39,0
12612,29,6,70604,12,9,3,5,1,5,2,3464,0,40,39,0
12613,21,4,88926,16,10,5,10,4,5,2,0,0,10,39,0
12614,36,4,91275,16,10,5,1,5,2,1,0,0,40,39,0
12615,56,4,244554,1,6,7,7,5,3,1,0,0,40,39,0
12616,49,4,232586,5,3,3,3,1,5,2,0,0,40,39,0
12617,47,5,127678,16,10,3,12,1,5,2,0,0,80,39,0
12618,44,4,162184,16,10,6,1,5,5,1,0,0,40,39,0
12619,40,4,408229,4,2,5,8,2,5,2,0,0,45,8,0
12620,43,7,139734,10,13,3,4,1,5,2,15024,0,40,39,1
12621,62,4,197286,3,8,3,5,1,5,2,0,0,48,11,0
12622,52,4,229983,15,15,3,10,6,5,1,3103,0,30,39,1
12623,25,4,252803,12,9,5,8,5,3,1,0,0,40,39,0
12624,63,5,110890,13,14,1,10,2,5,2,0,0,70,39,1
12625,51,4,160724,11,16,3,10,1,2,2,0,0,99,35,0
12626,25,4,89625,12,9,5,1,4,2,1,0,0,40,39,0
12627,62,0,266037,16,10,3,0,1,5,2,0,0,40,39,0
12628,27,4,126730,12,9,5,12,2,5,1,0,0,40,39,0
12629,48,1,96854,16,10,5,1,2,5,2,0,0,30,39,0
12630,32,4,186788,12,9,3,14,1,5,2,0,0,40,39,0
12631,36,4,28996,16,10,3,12,1,5,2,0,0,45,39,0
12632,30,6,347166,12,9,1,3,2,5,2,0,0,40,39,0
12633,45,7,110311,13,14,1,4,5,5,1,0,0,40,39,0
12634,27,4,310850,12,9,3,14,1,5,2,0,0,50,39,0
12635,41,4,220694,10,13,1,8,2,5,2,0,0,37,39,0
12636,61,4,149405,12,9,3,8,1,3,2,0,0,40,39,0
12637,70,5,131699,10,13,1,4,5,5,1,0,0,55,39,0
12638,55,4,49996,2,7,5,7,2,3,1,0,0,40,39,0
12639,35,4,187112,10,13,5,8,2,5,1,0,0,45,39,0
12640,36,4,180859,9,11,3,6,1,5,2,0,0,38,39,0
12641,29,4,185647,16,10,5,13,4,5,2,0,0,60,39,0
12642,30,4,316606,10,13,3,8,6,5,1,0,0,40,39,0
12643,45,4,274657,2,7,3,3,1,5,2,0,0,40,0,0
12644,39,1,193583,10,13,1,10,5,5,1,5455,0,60,39,0
12645,18,4,338836,12,9,5,8,4,5,2,0,0,20,39,0
12646,28,4,216814,12,9,3,14,1,3,2,0,0,40,39,0
12647,27,4,106935,10,13,3,4,1,5,2,0,0,45,39,0
12648,38,4,223433,12,9,5,7,2,5,2,0,0,40,39,0
12649,33,4,174789,12,9,3,3,1,5,2,0,0,40,39,0
12650,25,4,135603,12,9,3,14,1,5,2,0,0,40,39,1
12651,25,0,344719,12,9,3,0,6,5,1,0,0,4,39,0
12652,38,4,372484,2,7,5,8,4,3,1,0,0,40,39,0
12653,23,4,181820,16,10,5,5,5,5,2,0,0,45,39,0
12654,40,4,235371,9,11,1,10,5,5,2,0,0,40,39,0
12655,36,5,216711,12,9,3,4,1,5,2,99999,0,50,0,1
12656,20,4,299399,16,10,5,12,4,5,1,0,0,20,39,0
12657,41,4,202508,12,9,3,7,1,5,2,0,0,48,39,0
12658,44,4,172025,16,10,6,1,5,5,1,0,0,38,39,0
12659,49,5,246891,10,13,3,1,1,5,2,0,0,40,39,1
12660,22,4,450920,8,12,5,1,2,3,1,0,0,40,39,0
12661,26,4,53598,16,10,5,1,2,5,1,0,0,40,39,0
12662,47,4,103757,8,12,3,3,1,5,2,0,0,40,39,0
12663,48,4,76017,12,9,7,8,5,5,1,0,0,25,39,0
12664,28,5,80158,12,9,5,4,4,5,2,0,0,40,39,0
12665,37,1,90881,16,10,6,4,2,5,2,8614,0,55,39,1
12666,44,4,427952,10,13,3,10,1,5,2,0,0,40,39,0
12667,20,0,230955,3,8,5,0,2,3,1,0,0,35,39,0
12668,53,4,177916,10,13,3,1,1,5,2,7298,0,40,39,1
12669,36,4,342642,13,14,5,4,2,5,2,0,0,15,39,0
12670,77,4,253642,6,4,3,7,1,4,2,0,0,30,39,0
12671,21,4,219086,12,9,5,8,4,5,2,0,0,35,39,0
12672,24,4,162593,10,13,5,1,2,2,1,0,0,40,39,0
12673,30,4,87561,8,12,5,13,2,5,1,0,0,40,39,0
12674,51,2,142411,9,11,1,1,5,5,1,0,0,50,39,0
12675,22,4,154422,16,10,1,12,4,2,1,0,0,30,30,0
12676,23,4,169104,16,10,5,12,4,2,2,0,0,25,39,0
12677,47,4,193047,11,16,3,4,1,5,2,99999,0,50,39,1
12678,17,4,151141,3,8,5,12,4,5,2,0,0,20,39,0
12679,48,4,267912,10,13,5,8,2,5,2,0,0,50,26,1
12680,43,4,137126,16,10,3,4,1,5,2,0,0,40,39,1
12681,34,4,152453,3,8,3,3,1,5,2,0,0,40,13,0
12682,19,4,357059,12,9,5,1,4,5,1,0,0,35,39,0
12683,42,7,202011,16,10,5,4,2,5,1,0,0,40,39,0
12684,23,4,98283,10,13,5,4,4,2,2,0,0,40,39,0
12685,61,6,176965,15,15,3,10,1,5,2,0,0,50,39,1
12686,63,4,187919,2,7,3,8,1,5,2,0,0,30,39,0
12687,65,4,274916,12,9,7,12,5,5,1,0,0,40,39,0
12688,37,4,105813,9,11,3,1,1,5,2,7298,0,40,39,1
12689,41,2,193524,8,12,3,13,1,5,2,0,0,40,39,1
12690,35,4,152734,16,10,3,11,1,3,2,0,0,40,0,0
12691,21,4,263641,12,9,1,12,3,5,1,0,0,40,39,0
12692,48,2,102076,10,13,5,1,5,5,1,0,0,35,39,0
12693,51,7,155594,16,10,3,12,1,5,2,0,1887,40,39,1
12694,43,4,33331,10,13,3,12,1,5,2,0,0,55,39,0
12695,22,7,156773,16,10,5,10,2,5,2,0,0,15,0,0
12696,56,6,115439,16,10,3,3,1,5,2,0,0,60,39,0
12697,47,4,181652,12,9,1,1,2,5,1,0,0,40,39,0
12698,26,4,120268,10,13,5,1,4,5,2,0,0,24,39,0
12699,39,4,196308,16,10,3,8,6,5,1,0,0,24,39,0
12700,45,6,40690,16,10,5,5,4,5,2,0,0,75,39,0
12701,49,4,228583,12,9,1,8,5,5,2,0,0,40,4,0
12702,23,4,695136,12,9,5,6,2,5,2,0,0,30,39,0
12703,69,4,209236,12,9,3,1,1,5,2,0,0,36,39,0
12704,41,1,214838,13,14,3,4,1,5,2,0,0,60,39,1
12705,40,6,188436,12,9,6,4,3,5,2,0,0,40,39,0
12706,25,4,177625,12,9,5,7,2,5,2,0,0,40,39,0
12707,52,4,124591,12,9,5,6,5,5,2,0,0,40,39,0
12708,28,4,230856,16,10,5,10,2,3,1,3325,0,50,39,0
12709,50,1,221532,8,12,3,3,1,5,2,0,0,40,39,1
12710,21,4,232577,9,11,5,13,4,5,1,0,0,30,39,0
12711,48,4,168216,16,10,3,12,1,5,2,0,0,40,39,1
12712,27,4,214702,15,15,3,10,1,5,2,0,0,42,39,1
12713,63,4,237620,12,9,3,3,1,5,2,0,0,30,39,0
12714,47,7,54887,11,16,3,10,1,5,2,0,0,40,39,1
12715,37,6,164526,11,16,5,10,2,5,2,14084,0,45,39,1
12716,28,4,224506,16,10,3,12,1,3,2,0,0,40,0,0
12717,58,4,183870,12,9,1,1,2,5,1,0,0,40,39,0
12718,41,4,208330,16,10,3,12,1,5,2,0,0,51,39,0
12719,67,5,168370,16,10,3,12,1,5,2,0,0,40,39,0
12720,62,6,320376,12,9,3,12,6,5,1,0,0,48,39,0
12721,28,4,192384,16,10,3,6,1,5,2,0,0,40,39,1
12722,26,4,167350,3,8,5,6,4,5,2,0,0,40,39,0
12723,46,6,103538,15,15,3,10,1,5,2,0,0,65,39,1
12724,29,4,58522,12,9,3,3,1,5,2,0,0,40,39,0
12725,39,4,191342,10,13,3,3,1,2,2,0,0,40,30,1
12726,25,4,193820,13,14,5,10,4,5,1,0,0,35,39,0
12727,20,4,258490,16,10,5,12,2,5,1,0,0,35,39,0
12728,21,4,56520,16,10,5,1,4,5,2,0,0,40,39,0
12729,25,4,102476,10,13,5,10,2,5,2,0,0,50,39,0
12730,44,5,311357,15,15,3,10,1,5,2,0,0,50,39,1
12731,37,4,166497,12,9,5,1,4,5,2,0,0,38,39,0
12732,50,4,160724,13,14,3,4,1,2,2,7298,0,40,30,1
12733,29,4,338270,12,9,6,1,5,5,1,0,0,40,39,0
12734,18,4,282394,16,10,5,12,4,3,1,0,0,21,39,0
12735,32,4,383269,10,13,5,4,5,5,1,0,0,40,39,0
12736,58,4,119386,9,11,1,1,2,5,1,0,0,60,39,0
12737,50,4,196975,12,9,3,3,1,5,2,0,0,40,39,1
12738,29,4,334221,16,10,5,8,2,5,1,0,0,18,39,0
12739,58,4,27385,12,9,3,4,1,5,2,0,0,60,39,1
12740,29,7,133846,16,10,5,8,4,5,1,0,0,40,39,0
12741,36,4,361888,12,9,3,14,1,5,2,0,0,45,39,1
12742,21,4,230429,12,9,5,3,2,5,2,0,0,35,39,0
12743,49,4,328776,12,9,1,4,5,5,1,0,0,40,39,0
12744,60,4,243829,13,14,1,10,2,5,1,0,0,50,39,0
12745,39,4,306646,16,10,3,12,1,5,2,3103,0,50,39,1
12746,50,4,138179,8,12,3,3,1,5,2,0,1902,40,39,1
12747,30,4,280069,16,10,5,12,2,5,1,0,0,48,39,0
12748,55,4,305759,12,9,1,8,2,5,2,0,0,40,0,0
12749,64,2,164876,12,9,1,14,5,5,2,0,0,20,39,0
12750,29,5,138597,8,12,5,10,3,3,1,0,0,40,39,0
12751,40,4,111483,10,13,3,4,1,5,2,7298,0,40,39,1
12752,42,4,144778,12,9,3,3,1,5,2,0,0,50,39,0
12753,55,4,171015,12,9,7,12,5,5,1,0,0,40,39,0
12754,43,4,112494,12,9,1,14,2,5,2,0,0,45,39,0
12755,28,4,408473,3,8,5,12,2,3,2,0,0,40,39,0
12756,46,7,27802,8,12,3,13,1,5,2,0,0,38,39,1
12757,34,4,236318,12,9,5,7,5,5,2,0,0,40,39,0
12758,47,4,121836,13,14,3,1,6,5,1,7688,0,38,39,1
12759,43,6,315971,13,14,5,4,2,5,1,0,0,40,39,0
12760,24,4,698418,16,10,5,1,4,3,1,0,0,25,39,0
12761,21,4,329530,2,7,3,3,1,5,2,0,0,40,26,0
12762,65,4,194456,10,13,3,3,1,5,2,0,0,40,9,1
12763,20,4,282579,16,10,5,8,2,5,2,0,0,40,39,0
12764,31,7,26401,13,14,1,1,2,5,1,0,0,25,39,0
12765,38,7,364958,12,9,3,1,1,5,2,3464,0,40,39,0
12766,22,4,83998,16,10,5,12,2,5,2,0,0,40,39,0
12767,20,4,94364,16,10,5,10,2,4,1,0,0,20,39,0
12768,44,4,174189,16,10,3,12,1,5,2,0,0,60,39,0
12769,44,2,101967,13,14,3,10,6,5,1,0,0,40,39,0
12770,41,4,146908,11,16,3,10,1,5,2,0,0,60,39,1
12771,38,4,126675,12,9,1,3,2,5,2,0,2205,40,39,0
12772,21,4,31606,16,10,5,8,4,5,1,0,0,25,11,0
12773,24,4,132327,16,10,4,12,5,4,1,0,0,30,7,0
12774,24,4,112459,13,14,5,10,2,5,1,0,0,45,39,0
12775,28,4,48894,12,9,3,1,4,5,1,0,0,40,39,0
12776,39,4,181943,10,13,5,4,2,5,1,0,0,35,39,0
12777,48,4,247685,16,10,1,3,2,5,2,3325,0,40,39,0
12778,24,2,195808,12,9,5,11,2,5,2,0,0,40,39,0
12779,50,4,172052,12,9,3,10,1,2,2,0,0,35,35,1
12780,50,2,50178,16,10,3,3,1,5,2,4064,0,55,39,0
12781,68,4,351711,16,10,3,1,1,5,2,0,0,40,39,0
12782,31,7,190305,13,14,3,10,1,5,2,0,0,50,39,0
12783,22,4,464103,4,2,5,3,2,5,2,0,0,40,13,0
12784,18,0,36348,16,10,5,0,4,5,2,0,0,48,39,0
12785,25,4,120238,12,9,4,7,2,5,2,0,0,40,31,0
12786,28,4,354095,16,10,5,12,2,5,1,0,0,40,39,0
12787,17,2,308901,2,7,5,1,4,5,1,0,0,15,39,0
12788,24,7,208826,11,16,5,10,2,5,1,0,0,99,9,0
12789,20,4,369677,1,6,6,12,2,5,1,0,0,36,39,0
12790,45,1,98524,8,12,3,1,1,5,2,0,0,40,39,1
12791,44,4,239723,16,10,4,3,5,5,1,1506,0,45,39,0
12792,57,4,231232,6,4,3,3,1,5,2,0,0,40,39,0
12793,33,4,236396,10,13,3,12,1,5,2,0,1902,55,39,1
12794,24,0,119156,10,13,5,0,4,5,2,0,0,40,39,0
12795,22,4,320451,16,10,5,11,4,2,2,0,0,24,19,0
12796,41,4,38397,12,9,1,8,2,5,1,0,0,40,39,0
12797,51,5,189183,10,13,3,4,1,5,2,0,0,40,39,0
12798,46,2,199281,10,13,6,10,5,5,2,0,0,40,39,0
12799,52,4,286342,12,9,1,7,2,5,1,0,0,38,39,0
12800,50,4,152810,10,13,3,12,1,5,2,0,0,40,39,1
12801,26,5,176981,10,13,5,1,4,5,1,0,0,50,39,0
12802,17,4,117549,1,6,5,12,3,3,1,0,0,12,39,0
12803,64,4,254797,16,10,3,4,1,5,2,0,0,40,39,0
12804,51,4,133336,12,9,3,13,1,5,2,0,0,40,39,1
12805,28,6,182826,12,9,3,10,1,5,2,0,0,35,39,0
12806,51,4,136224,10,13,1,1,2,5,1,0,0,40,39,0
12807,39,6,134475,10,13,1,1,2,5,2,0,1762,40,39,0
12808,48,4,272778,16,10,1,8,5,5,1,0,0,32,39,0
12809,44,4,279183,16,10,3,8,4,5,1,0,0,40,39,1
12810,47,4,110243,2,7,3,8,1,5,2,0,0,40,39,0
12811,52,4,202071,12,9,7,3,4,5,1,0,0,40,39,0
12812,58,4,197642,16,10,5,1,2,5,1,0,0,39,39,0
12813,19,4,125591,2,7,5,8,2,5,1,0,0,40,39,0
12814,40,4,197462,10,13,3,13,1,5,2,0,0,40,39,1
12815,23,4,238831,16,10,5,1,4,5,2,0,0,40,39,0
12816,31,4,182177,10,13,3,8,1,5,2,0,0,40,41,0
12817,40,2,240504,8,12,3,4,1,5,2,0,0,40,39,1
12818,48,5,125892,16,10,3,12,1,5,2,0,0,38,39,1
12819,46,4,154430,13,14,1,4,2,5,1,0,0,50,39,1
12820,32,4,207685,12,9,3,6,6,3,1,3908,0,40,39,0
12821,50,4,222020,12,9,3,3,1,5,2,0,0,40,39,0
12822,18,4,243240,12,9,5,7,2,5,2,0,0,37,39,0
12823,26,4,158734,13,14,5,4,2,5,1,0,0,30,39,0
12824,36,4,257691,10,13,5,12,2,5,1,0,0,20,39,0
12825,26,4,144483,9,11,1,12,4,5,1,594,0,35,39,0
12826,19,4,209826,16,10,5,12,4,5,1,0,0,15,39,0
12827,53,4,30244,8,12,3,4,1,5,2,15024,0,40,39,1
12828,54,4,133050,16,10,5,12,2,3,2,0,0,41,39,0
12829,29,4,138332,16,10,3,1,4,5,1,0,0,6,39,0
12830,81,4,201398,13,14,7,10,5,5,2,0,0,60,0,0
12831,37,4,526968,13,14,5,10,2,5,1,0,0,38,39,1
12832,40,4,79036,9,11,1,14,2,5,2,0,0,50,39,1
12833,36,4,240323,16,10,7,1,5,3,1,0,0,40,39,0
12834,18,4,270544,3,8,5,1,4,5,1,0,0,30,39,0
12835,44,7,199551,2,7,6,13,2,3,2,0,0,40,39,0
12836,36,4,231052,12,9,6,8,5,3,1,0,0,35,39,0
12837,69,7,203072,11,16,3,10,1,5,2,0,0,50,39,1
12838,17,4,126771,3,8,5,10,4,5,2,0,0,7,39,0
12839,38,4,31848,9,11,3,3,1,5,2,0,0,40,39,1
12840,27,4,328981,12,9,5,7,5,3,2,0,0,40,39,0
12841,52,4,159670,8,12,3,4,1,5,2,0,0,40,39,0
12842,24,4,450695,8,12,5,12,2,5,2,0,0,35,39,0
12843,57,4,182028,10,13,3,4,6,5,1,0,0,40,39,0
12844,19,4,349620,1,6,5,7,4,5,1,0,0,40,39,0
12845,38,4,161066,12,9,1,3,2,1,2,0,0,50,39,0
12846,46,4,213611,6,4,4,9,5,5,1,0,1594,24,13,0
12847,21,4,548303,12,9,3,10,4,5,2,0,0,40,26,1
12848,29,4,150861,16,10,5,1,2,5,1,0,0,40,24,0
12849,33,0,335625,16,10,1,0,2,5,1,0,0,40,39,0
12850,26,4,133766,12,9,3,5,1,5,2,0,0,70,39,0
12851,28,4,200511,12,9,6,5,2,5,2,0,0,55,39,0
12852,26,4,50103,16,10,3,12,6,5,1,0,0,40,39,0
12853,37,0,148266,15,15,3,0,1,5,2,0,0,6,26,0
12854,49,4,177211,10,13,3,8,1,5,2,0,0,40,39,0
12855,28,4,132686,10,13,3,4,1,5,2,0,0,55,39,0
12856,57,1,21626,16,10,1,8,2,5,2,0,0,40,39,0
12857,60,4,52900,6,4,3,14,1,5,2,0,0,40,39,0
12858,20,0,150084,12,9,5,0,4,5,2,0,0,25,39,0
12859,38,4,248886,12,9,3,1,1,5,2,0,0,42,39,0
12860,51,6,118259,12,9,3,3,1,5,2,3137,0,60,39,0
12861,60,4,145493,16,10,1,1,2,5,1,0,0,40,39,0
12862,37,4,219546,10,13,3,4,3,5,2,3411,0,47,39,0
12863,44,1,399155,12,9,5,3,4,3,1,0,0,40,39,0
12864,19,6,227310,16,10,5,8,4,5,1,0,0,25,39,0
12865,59,4,333270,13,14,3,3,6,2,1,0,0,35,30,0
12866,50,4,231495,12,9,3,8,1,5,2,0,0,40,39,0
12867,35,1,133935,10,13,3,3,1,5,2,0,0,40,39,1
12868,46,1,55237,16,10,1,7,5,5,2,0,0,40,39,0
12869,18,4,183034,16,10,5,12,4,3,2,0,0,35,39,0
12870,32,4,245487,5,3,3,7,1,1,2,0,0,40,26,0
12871,32,4,185480,9,11,1,8,5,5,1,0,0,40,39,0
12872,39,4,114251,12,9,3,3,1,5,2,0,0,40,39,1
12873,25,4,181814,12,9,5,3,3,5,1,0,0,40,39,0
12874,30,4,340917,13,14,3,4,1,5,2,15024,0,60,39,1
12875,37,4,241998,10,13,3,13,1,5,2,0,1977,40,39,1
12876,38,5,125324,16,10,3,4,1,5,2,0,0,80,39,1
12877,36,4,34744,8,12,1,8,5,5,1,0,0,37,39,0
12878,56,4,131608,16,10,3,12,1,5,2,0,0,40,39,1
12879,35,1,226916,10,13,7,1,2,5,2,0,0,40,39,1
12880,56,4,124137,12,9,1,1,2,5,2,0,0,41,39,0
12881,17,4,96282,1,6,5,8,4,5,2,0,0,14,39,0
12882,46,4,337050,13,14,3,4,1,5,2,0,1977,45,39,1
12883,56,4,229335,12,9,1,1,2,5,1,0,0,40,39,0
12884,61,7,199495,3,8,3,3,1,5,2,0,0,40,39,0
12885,25,4,111675,16,10,3,12,1,5,2,0,0,43,39,0
12886,27,4,139209,12,9,5,7,5,3,1,0,0,40,39,0
12887,50,6,32372,12,9,3,5,1,5,2,0,0,30,39,0
12888,33,6,203784,9,11,3,5,1,5,2,0,0,62,39,0
12889,33,4,164190,9,11,3,3,1,5,2,7298,0,40,39,1
12890,38,4,64875,16,10,5,5,5,5,2,0,0,60,39,0
12891,51,4,41806,2,7,3,7,1,5,2,0,0,40,39,0
12892,27,4,208725,8,12,5,12,2,5,2,0,0,42,39,0
12893,49,2,79019,13,14,7,10,5,5,1,0,0,16,39,0
12894,26,4,136951,12,9,6,7,5,3,1,0,0,40,39,0
12895,42,4,203554,13,14,3,4,1,5,2,0,0,60,39,1
12896,37,4,252947,10,13,5,7,2,3,2,0,1719,32,39,0
12897,38,4,170861,16,10,5,1,4,5,1,0,0,40,39,0
12898,48,4,199590,12,9,3,8,1,5,2,0,0,40,26,1
12899,41,4,529216,10,13,1,13,5,3,2,7430,0,45,0,1
12900,33,4,195576,12,9,3,4,1,5,2,4386,0,60,39,0
12901,30,4,182177,12,9,5,8,2,5,2,0,0,40,21,0
12902,25,7,183678,10,13,5,10,2,5,1,0,0,50,39,0
12903,50,4,209320,10,13,3,12,1,5,2,0,0,40,39,1
12904,54,5,206862,12,9,3,4,1,5,2,0,0,36,39,1
12905,37,4,168941,2,7,1,3,2,5,2,0,0,40,39,0
12906,59,6,201263,10,13,3,12,1,5,2,15024,0,55,39,1
12907,17,4,75333,1,6,5,12,4,3,1,0,0,24,39,0
12908,65,0,299494,2,7,3,0,1,5,2,1797,0,40,39,0
12909,56,6,163212,12,9,7,1,5,5,1,99999,0,40,39,1
12910,57,4,139290,12,9,1,8,2,5,2,0,0,38,39,0
12911,33,4,400416,1,6,5,8,4,3,2,0,0,20,39,0
12912,41,6,223763,13,14,3,3,1,5,2,0,0,65,39,0
12913,45,4,77927,10,13,7,8,4,2,1,0,0,40,30,0
